280634043958088,12,4267.7646
280633981011848,12,655.9042
280633981011850,12,210.98604
17536615723086,11,300.83917
1096226458857,10,2248.973
17539623814396,11,1524.4047
17539623814392,11,1323.1729
280633981028332,12,1520.0876
4502503539327760,13,297.04468
280633981028334,12,1401.0396
17539623816436,11,1042.0356
280633981011944,12,525.8632
267585482,7,36312.004
280633981011946,12,622.2854
4291964899,8,33203.027
280633981028300,12,2073.828
4291964903,8,48555.664
280633981028302,12,1644.3605
4293922759,8,81758.69
280633981013832,12,282.17313
17539623832752,11,1547.3447
280633981030212,12,1641.9863
280633981013824,12,409.43973
17579887175009,11,3161.9922
17579887175012,11,3588.5308
1096226704553,10,5970.1597
17539623830712,11,2029.7137
17539623832760,11,1315.1888
280633981011884,12,418.83713
280633981028268,12,1318.8557
280633981011886,12,515.2593
280633981028270,12,1199.8076
280633981011880,12,325.03537
280633981011882,12,606.99286
17575877788809,11,240.13388
17579887175024,11,3384.6255
4291964835,8,33478.32
280633981011852,12,749.706
280633981028236,12,1872.596
280633981011854,12,304.7878
280633981028238,12,1443.1285
4291964745,8,44302.09
280633981013764,12,302.41364
280633981030148,12,1440.7544
4291964749,8,51930.492
16740456,6,100108.5
1099256039608,10,5768.97
17539623816316,11,1454.8767
17539623816312,11,1253.6448
4293920591,8,82849.52
280633981030220,12,1550.2527
280633981060940,12,1538.3953
4293922631,8,82033.984
281406471207940,12,799.9505
4291964681,8,44577.383
1096226735115,10,5271.8584
1098492408599,10,1653.0007
17539623832632,11,1960.1858
280633981030156,12,1349.0208
280633981060876,12,1337.1633
71842299140277737,14,1121.874
71842299140244965,14,657.07965
71842299140247013,14,745.8961
4494263644875410,13,45812.79
4502501805941424,13,35195.02
4502503540310544,13,3175.6562
71842299140277741,14,852.92224
4502503539331585,13,421.2398
4293938891,8,47065.56
4494263644875442,13,45909.21
267847370,7,84989.17
4493716045621938,13,69799.1
4502503540310576,13,2878.6118
4502503540318768,13,3182.7776
4502503539331617,13,312.29044
267849408,7,63383.664
1096226735107,10,5597.4004
4502503540310549,13,19524.89
267847368,7,78736.21
267880136,7,67059.945
4291981027,8,16699.24
4494263644875415,13,63816.82
71842299140247009,14,1014.8479
71842299140244961,14,1106.5815
4293938883,8,48249.26
4291964647,8,18598.268
4499420888556109,13,492.11255
4493716045621943,13,87803.14
4502503540310581,13,19638.951
4502503540318773,13,20167.219
4494263644875447,13,63913.242
68568653407,9,124020.484
68568927838,9,91309.8
68568653403,9,78005.99
4293938826,8,38717.41
267847305,7,93855.516
267880073,7,79561.266
267880064,7,57706.19
267849344,7,69152.63
4502501805941429,13,53199.062
4502501940185784,13,65331.68
68703503998,9,24580.127
267847304,7,84505.17
267880072,7,70210.92
4293938818,8,43041.297
4502501940185789,13,58804.57
267849345,7,78502.98
4291980873,8,18397.594
4291964493,8,21973.08
71842299139763559,14,332.04428
71842299139763555,14,984.68286
71842299139755365,14,700.28845
4500451117951679,13,18905.21
4493750264154783,13,72450.6
4500451117951674,13,3137.7883
4293920330,8,35569.57
4293936715,8,49340.1
4493750264154778,13,54446.566
4293920335,8,52892.12
68671431823,9,11302.346
268248650,7,36481.766
68655773082,9,12752.057
4500450990375442,13,26911.299
68655773083,9,11099.056
4500450453645840,13,37047.87
4493716070787248,13,76052.086
267880000,7,55122.645
71842299139755361,14,1538.423
4500450990549560,13,10797.381
267880008,7,55345.9
4293969473,8,38528.2
4293938755,8,48524.562
4500450990549565,13,19678.895
280633981011912,12,845.27527
16736568,6,69862.12
4291980808,8,13213.084
4290983417,8,26643.508
280633981011914,12,411.8139
4500450990375447,13,44915.344
4500450453645845,13,44921.016
4493716070787253,13,94056.125
4500448439755293,13,45676.79
4500448439755288,13,27672.748
4293936650,8,44132.133
268248586,7,42250.74
267879936,7,60891.613
4293969408,8,30180.05
267879944,7,61114.87
68671419615,9,65568.734
68671694046,9,19510.242
68671419611,9,43262.65
68703022324,9,48178.203
68703014132,9,18220.799
68702715127,9,79186.53
1097239249533,10,73820.22
1097239249532,10,73470.45
1097243230780,10,64789.69
68702989558,9,48322.473
68702727410,9,50761.848
68702731506,9,80719.26
4502777283319076,13,20811.209
4285087065,8,40916.582
4285085017,8,45284.38
4502777279137137,13,20719.188
4502777283319086,13,14284.086
1097243427376,10,46862.35
1097239249525,10,38649.566
1097239249524,10,38299.793
1097243230772,10,77042.41
1097243427384,10,74247.96
4502503539339538,13,406.91415
71842299145178778,14,1631.6764
4291962345,8,36906.22
4293922251,8,51801.285
1098742917375,10,8517.53
1098742917374,10,8279.271
4291962349,8,75199.17
4293922255,8,44859.402
4286065993,8,33208.85
4286063945,8,37576.65
71842299145178770,14,1847.8228
4286065997,8,70571.0
4286063949,8,65585.84
4285087057,8,42098.953
4286065985,8,34391.223
17539623325400,11,1542.4318
4286065989,8,69175.14
4293922241,8,34478.74
4284595539,8,53545.4
4285574467,8,57439.902
4293922245,8,48758.957
17539623325404,11,1743.6638
4285574471,8,102101.07
68706905334,9,57269.93
4502503546196260,13,21736.057
1096988709685,10,37024.082
4502503546196270,13,582.6604
1096988709693,10,72194.74
71842299144900239,14,1064.2301
4502519848486240,13,43156.105
71842299144900231,14,1333.1819
4502519848486250,13,36628.98
4293922187,8,52076.582
4285086980,8,53198.01
71842299145162462,14,1430.4445
4286065929,8,29936.238
71842299145162454,14,1646.5908
4284595462,8,64644.457
4286065921,8,31118.61
4502503810715957,13,34104.188
4290983340,8,37742.566
1096988709665,10,37594.707
4293922177,8,34754.03
4285086988,8,52015.64
4285084940,8,56383.434
17539623325340,11,1248.0089
4502777279137147,13,19950.252
1096988709673,10,72765.37
4502503810715967,13,52108.227
4284562905,8,68897.94
4285087193,8,65006.73
4285085145,8,46339.863
280633973190026,12,769.0669
4502503539327370,13,213.68878
4284562929,8,75150.93
4285541857,8,79045.43
4285541861,8,123706.59
4285541833,8,72792.445
4285541837,8,117453.61
4502503539327386,13,327.7522
4286066121,8,57299.004
4286064073,8,38632.133
4286066125,8,52706.23
4286064077,8,66730.73
4285085137,8,45507.633
4286064065,8,37799.902
4286064069,8,65183.938
17539623814748,11,1715.4556
4284595667,8,50637.1
17539623814744,11,1514.2236
4285574595,8,45863.215
4285574599,8,96265.67
68715283702,9,7893.1333
4284562852,8,86249.97
4285085060,8,55591.836
4284595590,8,61736.156
4284562828,8,79996.99
17539623814684,11,1272.6062
280633973190030,12,857.8834
17579886677998,11,7862.8804
17539623831064,11,2220.7646
4285574531,8,42590.6
4285087116,8,76105.78
4285085068,8,57438.92
4502520722145312,13,18184.027
4494263644874898,13,45516.473
71842299141705610,14,963.9044
4502520722145322,13,17415.09
4494263645397136,13,45687.66
4500450956985008,13,14236.845
4494263645431954,13,46759.723
4502503540310034,13,2645.3289
4502503540318226,13,2995.1018
71842299141705602,14,390.88623
1097306081137,10,55143.57
1097239315309,10,64487.01
4494291967068309,13,80696.91
268371168,7,43316.594
1097306081145,10,85669.36
4494291967068304,13,73095.914
68703013918,9,15249.529
4502503539339283,13,307.50894
4291962088,8,27919.215
1097306097505,10,62130.43
4293938379,8,17108.145
4291978473,8,41689.75
4494263644997808,13,46276.434
4494263644874930,13,45698.742
4291962093,8,45241.76
4286065736,8,42192.293
4286063688,8,46560.09
4286082121,8,55962.816
4286080073,8,60330.613
1097306097513,10,64911.594
1097239315301,10,29153.113
4286065741,8,59514.84
4286063693,8,63882.645
4502503540318258,13,3101.2441
4286065728,8,43374.664
4286082113,8,57145.19
4494263644905631,13,63397.984
4494263645431959,13,64763.758
4500450453151935,13,46472.844
4286065733,8,60697.215
4500450956985013,13,22280.025
4502503540318231,13,19763.146
4502503540310039,13,20111.148
4494263645429914,13,46742.973
4502503540312090,13,3305.1504
4494263645397141,13,63691.695
4494263644874903,13,63520.508
4494263645429919,13,64747.008
4281646086,8,51828.6
4285574210,8,54821.11
68715283710,9,26689.49
4285590595,8,68570.29
4500450453151930,13,28468.803
4293921989,8,18801.557
4502503540312095,13,19466.36
4281646082,8,53010.973
4494263644905626,13,45393.953
